birth_date,terms_conditions,date_exp_token,type_independent_activity_id,incomes,extra_incomes,familiar_debts,is_tax_return,region_id,name,name.1,viability,is_selected
1972-07-29,1,,2,9000000,0,0,1,,others,independent,0,0
1977-02-14,1,,2,8000000,0,0,1,,others,independent,1,0
1975-03-18,1,,2,6000000,0,0,1,,others,independent,0,0
1976-07-07,1,,2,4000000,0,0,0,,others,independent,1,0
1992-10-03,1,,2,30000000,0,0,1,,others,independent,1,0
1981-07-11,1,,2,15000000,0,300000,1,,others,independent,1,1
1973-04-24,1,,2,20000000,14400000,350000,1,,others,independent,0,1
1990-07-01,1,2022-11-01 19:50:00.0,2,99765176,0,1000000,1,12.0,others,independent,0,0
1999-01-10,1,,2,5000000,0,0,0,,others,independent,1,0
1988-07-24,1,,2,12831000,0,0,1,,others,independent,1,0
1984-03-28,1,,2,7000000,0,0,0,,others,independent,1,1
1978-08-14,1,,2,3500000,0,0,1,,others,independent,0,0
1990-08-21,1,,2,8000000,0,0,1,,others,independent,1,0
1992-05-30,1,,2,51500000,0,250000,0,,others,independent,1,1
1969-10-01,1,,2,8000000,0,0,1,,others,independent,0,0
1972-08-23,1,,2,2500000,0,0,0,,others,independent,1,0
1987-11-16,1,,2,20000000,0,0,1,,others,independent,1,0
1959-02-06,1,,2,11573264,0,500000,1,,others,independent,1,1
1971-10-04,1,,2,2500000,0,0,1,,others,independent,1,1
1986-04-30,1,,2,4500000,0,0,1,,others,independent,1,0
1963-10-06,1,,2,47914710,0,0,1,,others,independent,1,0
1999-06-23,1,,2,4500000,0,0,0,,others,independent,1,0
1971-06-09,1,,2,80000000,0,0,1,,others,independent,1,0
1979-10-20,1,,2,5000000,0,0,1,,others,independent,1,0
1977-04-21,1,,2,40000000,0,0,1,,others,independent,1,0
1997-09-21,1,,2,4500000,0,0,0,,others,independent,1,0
1978-01-11,1,,2,12000000,0,0,1,,others,independent,1,0
1987-03-20,1,,2,14000000,0,0,1,,others,independent,1,0
1991-01-24,1,,2,5000000,0,0,0,,others,independent,1,0
1990-07-10,1,,2,40000000,0,0,1,,others,independent,1,0
1987-06-03,1,,2,18000000,0,0,1,,others,independent,1,0
1977-02-07,1,,2,10000000,0,0,1,,others,independent,1,0
1976-07-07,1,,2,100000000,0,0,1,,others,independent,0,0
1991-10-10,1,,2,7500000,0,0,1,,others,independent,1,0
1974-04-03,1,,2,2800000,0,0,0,,others,independent,1,0
1982-12-26,1,,2,20000000,0,0,1,,others,independent,1,0
1982-01-23,1,,2,5000000,0,0,1,,others,independent,1,0
1980-02-15,1,,2,30000000,0,0,1,,others,independent,1,0
1994-01-10,1,,2,3500000,0,400000,1,,others,independent,1,0
1978-06-20,1,,2,1000000,0,0,0,,others,independent,1,0
1994-05-24,1,,2,6000000,0,0,0,,others,independent,1,0
2000-07-11,1,,2,130000000,0,0,1,,others,independent,1,0
1971-08-14,1,,2,8000000,0,0,1,,others,independent,1,0
1994-11-28,1,,2,20000000,0,0,1,,others,independent,1,0
1981-04-13,1,,2,8000000,0,0,1,,others,independent,1,0
1984-12-26,1,,2,5000000,0,0,1,,others,independent,1,0
1983-12-08,1,,2,4000000,0,0,0,,others,independent,1,0
1970-05-06,1,,2,8000000,0,0,1,,others,independent,1,0
1987-03-09,1,,2,1500000,0,0,0,,others,independent,1,0
1964-05-18,1,,2,30000000,0,0,1,,others,independent,1,0
1986-04-16,1,,2,3800000,0,0,0,,others,independent,1,0
1991-08-11,1,,2,15000000,0,0,1,,others,independent,1,0
1984-08-05,1,,2,5000000,0,0,1,,others,independent,1,0
1997-09-08,1,,2,7000000,0,0,0,,others,independent,0,0
1988-06-14,1,,2,8000000,0,0,1,,others,independent,1,0
1982-11-11,1,,2,8000000,0,0,0,,others,independent,0,0
1985-03-09,1,,2,7800000,0,0,1,,others,independent,1,0
1986-06-08,1,,2,37000000,0,0,1,,others,independent,1,0
1993-12-06,1,,2,2600000,0,0,0,,others,independent,1,0
1999-06-01,1,,2,5000000,0,1000000,1,1.0,others,independent,0,0
1978-01-10,1,,2,5700000,0,0,0,,others,independent,1,1
1984-01-04,1,,2,18000000,0,0,1,,others,independent,1,0
1997-12-21,1,,2,40000000,0,0,1,,others,independent,1,0
1960-12-10,1,,2,150000000,0,0,1,,others,independent,1,0
1994-05-23,1,,2,6000000,0,0,1,,others,independent,1,0
1989-09-02,1,,2,1800000,0,0,0,,others,independent,0,0
1954-06-16,1,,2,7500000,0,0,0,,others,independent,1,0
1970-02-12,1,,2,10000000,0,0,1,,others,independent,1,0
1971-11-01,1,,2,12000000,0,0,1,,others,independent,1,0
1983-07-23,1,,2,15000000,0,0,1,,others,independent,1,0
1964-04-01,1,,2,10000000,0,0,1,,others,independent,1,0
1995-10-12,1,,2,50000000,0,0,1,,others,independent,1,0
1986-11-15,1,,2,30000000,0,0,1,,others,independent,1,1
1990-09-28,1,,2,3500000,0,0,0,,others,independent,1,0
2002-12-05,1,,2,2000000,0,0,0,,others,independent,0,0
1987-05-27,1,,2,15000000,0,0,0,,others,independent,1,1
1996-05-29,1,,2,4000000,0,0,0,,others,independent,1,0
1972-12-25,1,,2,3700000,0,0,1,,others,independent,0,0
2003-02-16,1,,2,1200000,0,0,0,,others,independent,1,0
1967-09-29,1,,2,2000000,0,0,1,,others,independent,1,0
1974-01-05,1,,2,5000000,0,0,0,,others,independent,1,0
1965-07-11,1,,2,8000000,0,0,1,,others,independent,1,0
1986-09-15,1,,2,7000000,0,0,1,,others,independent,1,0
1979-04-29,1,,2,4000000,0,0,0,,others,independent,1,0
1992-10-07,1,,2,3000000,0,0,1,1.0,others,independent,1,1
1983-04-02,1,,2,18000000,0,0,1,,others,independent,1,0
1987-09-07,1,,2,30000000,0,0,1,,others,independent,1,0
1996-11-29,1,,2,5000000,0,0,0,,others,independent,1,0
1978-03-28,1,,2,4840000,0,0,1,,others,independent,1,1
1958-09-04,1,,2,3000000,0,0,0,,others,independent,1,0
1985-08-15,1,,2,4800000,0,0,1,,others,independent,1,1
1982-12-14,1,,2,5000000,0,0,0,,others,independent,0,0
1988-06-12,1,,2,3500000,0,0,0,,others,independent,1,0
1979-12-12,1,,2,16000000,0,0,1,13.0,others,independent,0,0
1977-08-30,1,,2,80000000,0,0,1,13.0,others,independent,1,0
1980-03-13,1,,2,10000000,0,0,1,1.0,others,independent,0,0
1973-08-31,1,,2,6500000,0,0,1,1.0,others,independent,1,1
1975-02-21,1,,2,13000000,0,0,1,1.0,others,independent,0,0
1990-01-07,0,,2,76000000,0,0,1,,others,independent,1,1
1964-03-16,1,,2,6900000,0,0,1,1.0,others,independent,1,0
1982-07-08,1,,2,6037000,0,0,1,12.0,others,independent,0,0
1966-05-17,1,,2,4000000,0,0,0,1.0,others,independent,1,1
1999-09-01,1,,2,1800000,0,0,0,26.0,others,independent,0,0
1973-09-28,1,,2,1600000,0,0,0,1.0,others,independent,0,0
1980-01-25,1,,2,5000000,0,200000,0,1.0,others,independent,0,0
1982-02-17,1,,2,1500000,0,0,0,1.0,others,independent,1,0
1991-09-21,1,,2,12000000,0,0,1,1.0,others,independent,0,0
1991-07-19,1,,2,1500000,0,0,0,1.0,others,independent,1,0
1970-12-30,1,,2,4000000,0,0,1,26.0,others,independent,0,0
1999-07-28,1,,2,1500000,0,0,0,26.0,others,independent,1,0
1978-01-08,1,,2,8970000,0,500000,1,1.0,others,independent,0,1
1962-03-29,1,,2,19349759,0,500000,1,1.0,others,independent,0,0
1967-04-02,1,,2,8000000,0,0,0,13.0,others,independent,1,0
2000-09-10,0,,2,2576553,0,180000,0,,others,independent,1,1
1990-11-16,1,,2,35000000,0,0,1,1.0,others,independent,1,1
1953-08-10,1,,2,7000000,0,0,1,13.0,others,independent,0,0
1991-06-16,1,,2,10000000,0,0,1,2.0,others,independent,1,0
1980-10-22,1,,2,75000000,0,300000,1,2.0,others,independent,1,0
1996-11-22,1,,2,3500000,0,0,0,26.0,others,independent,0,0
1997-04-29,1,,2,15000000,0,0,1,1.0,others,independent,0,0
1985-08-20,1,,2,40000000,0,0,1,2.0,others,independent,0,0
1959-12-20,1,,2,3990000,0,0,1,2.0,others,independent,1,0
1966-06-04,1,,2,40000000,0,9000000,1,1.0,others,independent,1,0
1983-03-03,1,,2,12000000,0,1000000,1,1.0,others,independent,0,0
1985-11-22,0,,2,70000000,0,500000,1,,others,independent,1,1
1995-10-21,1,,2,4000000,0,0,1,26.0,others,independent,0,0
1990-11-20,0,,2,7000000,0,0,1,2.0,others,independent,0,1
1973-05-11,1,,2,3500000,0,0,0,1.0,others,independent,0,0
1996-01-05,0,,2,8532155,0,8352155,1,,others,independent,1,1
2003-12-17,1,,2,6000000,0,0,1,1.0,others,independent,0,0
1974-11-20,0,,2,50000000,0,70000000,1,,others,independent,1,1
2001-02-18,1,,2,10000000,0,0,1,1.0,others,independent,1,0
1993-10-23,0,,2,4000000,0,4000000,0,,others,independent,1,1
1988-04-06,1,,2,3500000,0,0,0,27.0,others,independent,1,0
1966-05-03,1,,2,12907500,0,250000,1,1.0,others,independent,0,1
2003-10-08,1,,2,12000000,0,500000,0,1.0,others,independent,1,1
1992-07-23,1,,2,3000000,0,0,0,26.0,others,independent,0,0
1963-07-18,0,,2,409833240,0,1000000,1,,others,independent,1,1
1994-01-13,0,,2,12000000,0,200000,1,,others,independent,1,1
1987-12-06,0,,2,34403000,0,800000,1,,others,independent,1,1
2001-11-06,1,2022-10-13 16:21:17.0,2,10000000,0,0,1,26.0,others,independent,0,0
1986-03-18,0,,2,103835797,0,500000,1,,others,independent,1,1
1996-04-27,1,2022-10-13 17:26:32.0,2,5000000,0,1000000,1,1.0,others,independent,1,0
1961-02-23,0,,2,0,0,0,0,,others,independent,0,0
1984-01-17,1,2022-10-13 21:40:01.0,2,6660690,0,0,0,1.0,others,independent,1,0
1984-03-15,0,,2,12000000,0,12000000,1,,others,independent,1,1
1989-04-19,1,2022-10-14 15:47:34.0,2,5500000,0,3000000,1,13.0,others,independent,0,0
1992-11-24,1,2022-10-14 17:14:33.0,2,6000000,0,0,1,1.0,others,independent,1,0
1986-09-18,1,,2,15000000,0,0,1,26.0,others,independent,0,0
1969-09-28,1,2022-10-18 22:15:22.0,2,4800000,0,0,1,26.0,others,independent,0,0
1993-01-13,1,2022-10-19 15:34:14.0,2,20000000,0,0,1,2.0,others,independent,1,1
1985-06-06,0,,2,50000000,0,1000000,1,,others,independent,1,1
1973-06-27,0,,2,2635000,0,300000,0,,others,independent,0,0
1999-04-05,1,,2,20000000,0,0,1,1.0,others,independent,1,0
1990-09-09,0,,2,3700000,0,300000,0,,others,independent,1,1
1995-05-08,1,,2,4600000,0,0,1,1.0,others,independent,1,0
1978-03-17,1,2022-10-20 21:44:41.0,2,9000000,0,0,0,1.0,others,independent,0,0
1995-05-26,0,,2,25000000,0,500000,0,1.0,others,independent,1,1
1995-10-11,1,2022-10-24 14:04:58.0,2,7000000,0,0,0,26.0,others,independent,1,1
0000-00-00,0,,2,12000000,0,0,0,,others,independent,1,1
1994-08-15,0,,2,70000000,0,500000,1,,others,independent,1,1
2000-09-22,1,,2,3500000,0,0,1,2.0,others,independent,1,0
1990-01-09,1,2022-10-25 20:48:25.0,2,27000000,0,1000000,1,1.0,others,independent,0,0
1982-10-22,0,,2,4133000,0,200000,1,,others,independent,1,1
1993-05-04,1,2022-10-26 19:05:27.0,2,12000000,0,200000,1,1.0,others,independent,0,0
1982-09-19,1,2022-10-27 13:33:01.0,2,25000000,0,0,1,2.0,others,independent,1,0
1998-06-21,0,,2,350000000,0,500000,1,,others,independent,1,1
2000-10-21,1,2022-10-27 18:11:31.0,2,2000000,0,500000,0,1.0,others,independent,1,0
1956-09-06,1,2022-10-27 21:28:33.0,2,6000000,0,0,1,1.0,others,independent,1,0
1995-03-06,0,,2,12110666,0,500000,0,,others,independent,1,1
1976-10-10,1,2022-10-27 22:51:54.0,2,4500000,0,0,1,2.0,others,independent,0,0
1972-08-17,0,2022-10-27 22:51:54.0,2,6500000,0,0,1,2.0,others,independent,0,0
1997-01-21,1,2022-10-27 23:50:26.0,2,12000000,0,0,1,1.0,others,independent,0,0
1961-02-14,1,,2,2500000,0,0,0,1.0,others,independent,1,0
1985-10-19,1,2022-10-28 13:18:39.0,2,17000000,0,0,1,26.0,others,independent,0,0
1961-10-20,0,,2,38000000,0,1000000,1,,others,independent,1,1
1991-07-10,0,,2,40000000,0,500000,1,,others,independent,1,1
1983-06-16,0,,2,89000000,0,300000,1,,others,independent,0,1
1996-08-02,1,2022-10-31 16:38:57.0,2,13000000,0,0,1,1.0,others,independent,0,0
1984-03-13,0,,2,8600000,0,300000,1,,others,independent,1,1
1957-11-01,0,2022-10-31 18:37:40.0,2,7700000,0,1000000,1,,others,independent,0,0
1979-03-31,1,2022-10-31 19:10:34.0,2,150000000,0,0,1,12.0,others,independent,0,0
1986-10-25,0,,2,160500000,0,500000,1,,others,independent,1,1
1980-06-26,0,,2,28000000,0,1200000,1,,others,independent,1,1
1962-08-12,0,,2,50000000,0,500000,1,,others,independent,1,1
1983-06-07,1,2022-11-01 21:08:01.0,2,20000000,0,0,1,22.0,others,independent,1,0
1976-12-04,1,2022-11-01 23:02:01.0,2,100000000,0,0,1,2.0,others,independent,1,0
1996-01-27,0,,2,8970000,0,1000000,1,,others,independent,1,1
1982-06-25,1,2022-11-02 21:26:22.0,2,308817045,0,250000,1,1.0,others,independent,0,0
1991-06-08,1,2022-11-02 21:49:19.0,2,95000000,0,0,1,2.0,others,independent,1,0
1969-05-21,0,,2,150000000,0,500000,1,,others,independent,1,1
1955-01-01,1,2022-11-03 14:37:31.0,2,2000000,7500000,0,0,1.0,others,independent,0,0
1984-06-27,0,,2,15000000,0,200000,1,,others,independent,1,1
1994-07-16,1,2022-11-04 20:18:03.0,2,6000000,0,300000,1,1.0,others,independent,1,1
1967-10-21,1,2022-11-04 21:42:35.0,2,5000000,0,300000,0,2.0,others,independent,1,0
1998-03-14,1,2022-11-08 21:04:07.0,2,3736514,0,0,0,1.0,others,independent,1,0
1986-01-09,1,2022-11-09 15:21:00.0,2,15000000,0,0,1,22.0,others,independent,1,0
1987-08-21,1,2022-11-09 16:58:19.0,2,18000000,0,0,1,2.0,others,independent,1,0
1962-11-29,0,,2,4500000,0,1000000,1,,others,independent,1,1
1992-05-26,1,2022-11-10 20:58:17.0,2,100000000,0,0,1,2.0,others,independent,1,0
1978-10-04,0,,2,9700000,0,500000,1,,others,independent,1,1
1994-12-31,1,2022-11-11 14:43:45.0,2,30000000,0,0,1,2.0,others,independent,1,1
1974-07-09,1,2022-11-11 17:41:18.0,2,3500000,0,250000,0,1.0,others,independent,0,0
1979-02-23,1,2022-11-11 17:52:08.0,2,10000000,0,500000,1,1.0,others,independent,0,0
1992-10-27,0,2022-11-12 20:38:20.0,2,5500000,0,0,1,1.0,others,independent,0,0
1985-04-10,1,2022-11-15 14:31:52.0,2,7800000,0,0,1,1.0,others,independent,0,0
1990-01-03,1,2022-11-15 14:48:38.0,2,12000000,0,0,1,1.0,others,independent,1,1
1987-01-14,0,,2,0,0,11111111,1,,others,independent,1,1
1970-05-23,1,2022-11-15 20:33:28.0,2,25000000,0,500000,1,1.0,others,independent,0,0
1956-01-30,1,2022-11-16 16:27:19.0,2,3500000,0,0,0,6.0,others,independent,0,0
1991-11-22,1,2022-11-16 22:16:09.0,2,5000000,0,300000,1,37.0,others,independent,1,0
1988-10-13,1,2022-11-17 14:14:06.0,2,30000000,0,0,1,1.0,others,independent,0,0
1983-06-23,1,2022-11-17 14:43:14.0,2,6500000,0,1000000,1,1.0,others,independent,0,0
1970-09-06,1,2022-11-17 16:13:38.0,2,30000000,0,0,1,1.0,others,independent,0,0
1995-02-07,0,,2,104195000,0,1000000,1,,others,independent,1,1
1976-12-01,1,2022-11-18 00:21:44.0,2,6000000,0,0,0,26.0,others,independent,0,0
1983-02-22,1,2022-11-18 01:02:00.0,2,100000000,0,500000,1,1.0,others,independent,0,0
1983-02-22,0,,2,100000000,0,2000000,1,,others,independent,1,1
1987-10-13,1,2022-11-18 16:16:58.0,2,4400000,0,0,1,6.0,others,independent,0,0
1992-09-19,1,2022-11-09 19:58:47.0,2,153217665,0,300000,1,,others,independent,1,1
1994-06-16,1,2022-11-18 22:11:38.0,2,3500000,0,0,0,1.0,others,independent,0,0
1977-05-20,1,2022-11-18 22:33:40.0,2,20000000,0,0,1,2.0,others,independent,0,0
1992-10-01,1,2022-11-21 15:43:05.0,2,300000000,0,0,1,2.0,others,independent,0,0
1992-12-29,1,2022-11-21 19:18:57.0,2,5500000,0,0,0,13.0,others,independent,0,0
1998-07-27,1,,2,8000000,0,0,1,1.0,others,independent,1,0
1969-01-01,1,2022-11-22 22:04:22.0,2,1800000,0,200000,0,1.0,others,independent,0,0
1980-10-14,1,2022-11-24 22:34:39.0,2,5063000,0,0,1,2.0,others,independent,0,0
1983-09-27,1,2022-11-24 22:41:35.0,2,6000000,0,0,0,1.0,others,independent,0,1
1967-11-01,1,2022-11-26 15:41:59.0,2,6333333,0,0,1,26.0,others,independent,1,0
1977-01-25,1,2022-11-27 13:49:10.0,2,4000000,0,0,1,1.0,others,independent,1,0
1964-04-15,1,2022-11-28 15:20:10.0,2,6500000,0,0,1,1.0,others,independent,1,0
1990-08-17,0,,2,18000000,0,1000000,1,,others,independent,1,1
1972-09-30,1,2022-11-30 15:33:48.0,2,25000000,0,0,1,1.0,others,independent,1,0
1965-08-12,0,,2,15000000,0,200000,1,,others,independent,0,1
1988-04-24,1,2022-11-30 20:33:46.0,2,4000000,0,0,1,13.0,others,independent,0,0
1973-12-05,1,2022-12-01 17:18:20.0,2,25000000,0,0,1,26.0,others,independent,0,0
1991-09-17,1,2022-12-02 17:09:36.0,2,10000000,0,50000,1,2.0,others,independent,1,1
1980-03-19,0,,2,17000000,0,3000000,1,,others,independent,1,1
1996-01-28,1,2022-12-02 22:54:20.0,2,12000000,0,0,1,2.0,others,independent,1,0
1989-08-22,1,2022-12-05 03:01:46.0,2,10000000,0,1000000,1,2.0,others,independent,0,0
1990-07-16,1,2022-12-05 16:38:29.0,2,22000000,0,0,1,2.0,others,independent,0,0
1981-02-25,0,,2,19000000,0,500000,1,,others,independent,1,1
1984-04-22,0,,2,5500000,0,200000,1,,others,independent,1,1
1978-07-28,1,,2,5000000,0,0,0,1.0,others,independent,1,0
1995-10-21,1,2022-12-10 19:09:20.0,2,16000000,0,0,1,1.0,others,independent,0,0
1986-02-28,1,2022-12-12 15:40:36.0,2,5000000,0,0,1,2.0,others,independent,1,0
1981-10-10,1,2022-12-12 20:12:49.0,2,100000000,0,500000,1,1.0,others,independent,1,1
1987-05-22,1,2022-12-12 20:39:06.0,2,9600000,0,0,1,1.0,others,independent,0,0
1997-05-23,1,2022-12-12 22:37:08.0,2,3000000,0,0,0,13.0,others,independent,0,0
1976-10-23,0,,2,18500000,0,1200000,1,,others,independent,1,1
1984-02-18,1,2022-12-13 12:34:04.0,2,28000000,0,500000,1,1.0,others,independent,1,0
1982-07-12,0,,2,15500000,0,1000000,1,,others,independent,1,1
1997-04-17,1,2022-12-14 16:37:59.0,2,6970000,0,0,1,1.0,others,independent,1,1
1983-07-29,1,2022-12-15 01:19:06.0,2,5000000,0,0,1,1.0,others,independent,0,0
1972-08-18,0,,2,19676206,0,1200000,1,,others,independent,1,1
1995-02-10,1,2022-12-27 16:10:29.0,2,15000000,0,0,1,1.0,others,independent,1,1
1980-07-31,0,,2,8950000,0,500000,1,,others,independent,1,1
1963-04-06,0,,2,60000000,0,4000000,1,,others,independent,1,1
1970-08-26,0,,2,2638000,0,450000,1,,others,independent,1,1
1960-10-06,0,,2,6000000,0,200000,1,,others,independent,1,1
1996-08-23,0,,2,33000000,0,3000000,1,,others,independent,1,1
1975-03-21,0,,2,8000000,0,300000,1,,others,independent,1,1
1968-02-21,0,,2,30000000,0,1800000,1,,others,independent,1,1
1956-10-05,0,,2,3800000,0,100000,1,,others,independent,1,1
1981-06-28,0,,2,48167000,0,100000,1,,others,independent,1,1
1978-09-12,1,2022-12-20 18:53:46.0,2,27000000,0,0,1,2.0,others,independent,0,0
1984-02-16,1,2022-12-21 01:19:52.0,2,5000000,0,0,1,13.0,others,independent,0,0
1962-03-22,1,2022-12-21 13:42:19.0,2,6000000,0,0,1,1.0,others,independent,1,0
1969-02-11,1,2022-12-21 19:08:19.0,2,5000000,0,0,1,13.0,others,independent,0,0
1979-01-29,0,,2,23000000,0,900000,1,,others,independent,1,1
1967-01-15,1,2022-12-22 14:46:26.0,2,6000000,0,0,0,1.0,others,independent,1,0
1981-01-20,1,2022-12-22 17:02:37.0,2,18000000,0,400000,1,1.0,others,independent,1,1
1998-09-23,0,,2,15000000,0,900000,1,,others,independent,1,1
1960-01-10,1,2022-12-23 15:04:34.0,2,9476000,0,0,0,2.0,others,independent,1,1
1994-05-23,0,,2,708279000,0,200000,1,,others,independent,1,1
1995-12-29,0,,2,0,0,0,0,,others,independent,1,1
1986-10-14,0,,2,13800000,0,300000,1,,others,independent,1,1
1993-01-26,1,2022-12-26 21:47:13.0,2,12380096,0,0,1,1.0,others,independent,0,0
1995-09-25,1,2022-12-27 14:43:26.0,2,8000000,0,0,1,1.0,others,independent,1,0
1988-07-21,0,,2,12000000,0,300000,1,,others,independent,1,1
1981-06-10,0,,2,50000000,0,1500000,1,,others,independent,1,1
1957-05-26,1,2022-12-29 00:59:42.0,2,5000000,0,300000,1,1.0,others,independent,1,0
1998-07-12,1,2022-12-30 16:11:36.0,2,4000000,0,0,0,26.0,others,independent,0,0
1956-01-26,1,2022-12-30 22:09:58.0,2,6700000,0,1000000,1,2.0,others,independent,0,1
1970-08-15,0,,2,38000000,0,300000,1,,others,independent,1,1
1981-11-04,1,2023-01-04 20:15:07.0,2,15500000,0,200000,1,26.0,others,independent,0,0
1968-11-23,0,,2,5000000,0,200000,1,,others,independent,1,1
1955-03-21,1,2023-01-04 21:54:27.0,2,60000000,0,500000,1,1.0,others,independent,1,0
1992-05-16,1,2023-01-04 22:34:23.0,2,6000000,0,0,1,1.0,others,independent,1,0
1957-05-26,0,,2,5000000,0,500000,0,,others,independent,1,1
1988-09-20,0,,2,20000000,0,500000,1,,others,independent,1,1
1972-11-07,1,2023-01-09 22:01:41.0,2,25000000,0,0,1,26.0,others,independent,0,0
1989-07-15,1,2023-01-10 15:18:37.0,2,17000000,0,0,1,26.0,others,independent,0,0
1988-02-19,1,2023-01-11 03:50:50.0,2,4000000,0,0,0,1.0,others,independent,0,0
1966-10-15,1,2023-01-11 13:55:00.0,2,8000000,0,1000000,1,13.0,others,independent,1,0
1983-09-22,1,2023-01-11 16:38:17.0,2,3000000,0,0,1,1.0,others,independent,0,0
1979-11-25,1,2023-01-11 21:09:00.0,2,5000000,0,0,1,2.0,others,independent,0,0
1982-06-14,1,2023-01-11 21:55:04.0,2,3000000,0,0,1,27.0,others,independent,0,0
1952-09-30,1,2023-01-12 14:20:27.0,2,2000000,0,0,0,37.0,others,independent,1,0
1985-02-23,1,2023-01-12 16:01:47.0,2,14000000,0,1000000,1,26.0,others,independent,0,1
1984-10-28,0,,2,5800000,0,200000,0,,others,independent,1,1
1989-04-18,0,,2,14536734,0,0,1,,others,independent,1,1
1981-04-02,1,2023-01-16 15:40:21.0,2,5000000,0,0,1,1.0,others,independent,0,0
1983-08-22,0,,2,22000000,0,300000000,1,,others,independent,1,1
1967-03-19,0,,2,7350000,0,300000,1,,others,independent,1,1
1980-09-05,0,,2,139500000,0,200000,1,,others,independent,0,1
1980-07-26,0,,2,22000000,0,300000,1,,others,independent,1,1
1983-05-03,1,2023-01-17 18:55:40.0,2,3500000,0,0,0,1.0,others,independent,0,0
1993-04-22,1,2023-01-17 20:48:21.0,2,12475700,12475700,200000,1,1.0,others,independent,1,0
1993-11-16,1,2023-01-18 16:03:49.0,2,6000000,0,300000,1,5.0,others,independent,0,1
1987-08-13,0,,2,25750000,0,500000,1,,others,independent,1,1
1987-03-25,0,,2,9355240,0,300000,0,,others,independent,1,1
1987-12-23,1,2023-01-18 18:03:53.0,2,8000000,0,400000,1,1.0,others,independent,0,0
1993-10-25,0,,2,127000000,0,2000000,1,,others,independent,1,1
1987-03-07,1,2023-01-20 15:52:43.0,2,60000000,0,100000,1,2.0,others,independent,1,0
1980-07-03,1,2023-01-20 20:52:42.0,2,10591623,0,150000,0,3.0,others,independent,1,0
1988-10-19,1,2023-01-20 20:27:01.0,2,25000000,0,0,1,13.0,others,independent,0,0
1960-11-10,0,,2,2400000,0,200000,0,,others,independent,1,1
1991-04-20,1,2023-01-20 23:20:12.0,2,13000000,0,0,1,13.0,others,independent,0,0
1999-07-10,0,,2,12000000,0,400000,1,,others,independent,1,1
1992-09-21,0,,2,1160000,0,300000,0,,others,independent,1,1
1965-12-15,1,2023-01-23 21:50:23.0,2,1800000,0,0,2,1.0,others,independent,0,0
1980-01-27,1,2023-01-24 16:57:40.0,2,28000000,0,300000,1,2.0,others,independent,1,0
1980-10-09,1,2023-01-24 17:35:15.0,2,4000000,0,0,1,7.0,others,independent,1,1
1977-12-23,1,2023-01-24 20:19:58.0,2,4500000,0,0,0,26.0,others,independent,1,1
1968-11-15,1,2023-01-24 21:57:21.0,2,25000000,0,2000000,1,1.0,others,independent,0,0
1997-11-09,1,2023-01-24 22:45:10.0,2,8000000,0,0,1,26.0,others,independent,0,0
1987-10-27,0,,2,30000000,0,500000,1,,others,independent,1,1
1977-02-14,0,,2,20000000,0,400000,1,,others,independent,1,1
1980-09-28,1,2023-01-25 15:50:22.0,2,15000000,0,100000,1,2.0,others,independent,1,0
1962-05-23,0,,2,35000000,0,1000000,1,,others,independent,1,1
1986-04-08,0,,2,360769213,0,600000,1,,others,independent,1,1
1989-07-19,1,2023-01-25 22:47:21.0,2,10000000,0,0,1,1.0,others,independent,1,1
1991-11-24,1,2023-01-26 20:27:14.0,2,13900000,0,2000000,1,4.0,others,independent,1,0
1966-04-15,0,,2,52000000,0,3000000,1,,others,independent,1,1
1976-05-18,1,2023-01-27 20:23:58.0,2,8900000,0,500000,1,1.0,others,independent,0,0
1990-03-05,0,,2,17600000,0,300000,1,,others,independent,1,1
1990-03-29,0,,2,16500000,0,300000,1,,others,independent,1,1
1974-03-18,0,,2,12000000,0,300000,1,,others,independent,0,1
1984-01-05,0,,2,50000000,0,300000,1,,others,independent,1,1
1988-10-21,1,2023-01-30 22:21:47.0,2,4500000,0,0,1,1.0,others,independent,0,0
1977-06-12,1,2023-01-31 15:30:56.0,2,15000000,0,0,1,1.0,others,independent,1,0
1997-06-18,1,2023-01-31 16:01:09.0,2,7500000,0,0,1,1.0,others,independent,1,1
1994-06-06,1,2023-01-31 16:16:17.0,2,2000000,0,0,0,2.0,others,independent,0,0
1992-12-03,0,,2,18000000,0,500000,1,,others,independent,1,1
1979-08-30,1,2023-01-31 19:56:16.0,2,15000000,0,0,1,1.0,others,independent,0,0
1983-05-26,1,2023-01-31 19:56:17.0,2,15000000,0,0,1,1.0,others,independent,0,0
1992-02-06,0,,2,65258263,0,500000,1,,others,independent,1,1
1979-05-30,1,2023-01-31 22:30:59.0,2,12000000,0,500000,1,1.0,others,independent,0,0
1973-12-11,1,2023-02-01 15:36:07.0,2,3000000,0,0,0,1.0,others,independent,0,0
2001-07-10,1,2023-02-01 16:11:02.0,2,14000000,0,100000,1,19.0,others,independent,1,0
1992-07-24,0,,2,27189407,0,500000,1,,others,independent,1,1
1985-01-04,0,,2,24029224,0,300000,1,,others,independent,1,1
1971-02-05,1,2023-02-01 20:24:31.0,2,6500000,0,0,0,4.0,others,independent,0,0
1982-06-26,1,2023-02-01 21:19:53.0,2,5000000,0,0,1,2.0,others,independent,1,0
1978-10-16,1,2023-02-01 23:42:38.0,2,166000000,0,0,1,2.0,others,independent,1,0
